,latitude,longitude,1,2,3,4,5
680,25 ,45,,,,,
681,u,n,k,n,o,w,n
682,40 ,-4,,,,,
683,u,n,k,n,o,w,n
684,u,n,k,n,o,w,n
685,-37.7 ,145.18333,,,,,
686,41.94514 ,25.07868,,,,,
687,45.5867 ,5.16286,,,,,
688,u,n,k,n,o,w,n
689,-26.828806 ,-65.208318,,,,,
690,u,n,k,n,o,w,n
691,u,n,k,n,o,w,n
692,54.326624 ,10.105359,,,,,
693,18.596157 ,73.687473,,,,,
694,52.507568 ,13.391332,,,,,
695,12.832143 ,80.223782,,,,,
696,u,n,k,n,o,w,n
697,48.555132 ,12.743875,,,,,
698,45.339841 ,-75.910723,,,,,
699,29.961078 ,-81.340501,,,,,
700,30.04479 ,-98.039313,,,,,
701,u,n,k,n,o,w,n
702,52.498252 ,-2.002874,,,,,
703,38.46806 ,106.27306,,,,,
704,15.760691 ,43.686232,,,,,
705,47.852823 ,1.911113,,,,,
706,43.569326 ,1.38676,,,,,
707,33.588178 ,-100.217897,,,,,
708,40.393715 ,-3.676087,,,,,
709,40.416024 ,-3.696213,,,,,
710,u,n,k,n,o,w,n
711,u,n,k,n,o,w,n
712,29.88628 ,-95.494941,,,,,
713,40 ,-4,,,,,
714,36.718612 ,-4.496911,,,,,
715,u,n,k,n,o,w,n
716,u,n,k,n,o,w,n
717,u,n,k,n,o,w,n
718,u,n,k,n,o,w,n
719,u,n,k,n,o,w,n
720,u,n,k,n,o,w,n
721,41.412355 ,2.197328,,,,,
722,37.540601 ,-5.079589,,,,,
723,12.4989 ,124.6377,,,,,
724,u,n,k,n,o,w,n
725,u,n,k,n,o,w,n
726,u,n,k,n,o,w,n
727,u,n,k,n,o,w,n
728,u,n,k,n,o,w,n
729,54.155568 ,38.1775,,,,,
730,u,n,k,n,o,w,n
731,41.406739 ,2.132058,,,,,
732,u,n,k,n,o,w,n
733,u,n,k,n,o,w,n
734,33.703837 ,72.978521,,,,,
735,41.395942 ,2.149939,,,,,
736,54.247107 ,-3.253915,,,,,
737,38.09032 ,-92.29267,,,,,
738,39.78373 ,-100.445882,,,,,
739,14.18455 ,12.003467,,,,,
740,41.311421 ,19.446037,,,,,
741,41.82046 ,1.86768,,,,,
742,u,n,k,n,o,w,n
743,43.451896 ,-3.871985,,,,,
744,u,n,k,n,o,w,n
745,18.833333 ,-98,,,,,
746,43.599429 ,-116.21314,,,,,
747,u,n,k,n,o,w,n
748,u,n,k,n,o,w,n
749,u,n,k,n,o,w,n
750,u,n,k,n,o,w,n
751,38.09032 ,-92.29267,,,,,
752,40.445524 ,-3.656695,,,,,
753,u,n,k,n,o,w,n
754,41.396587 ,2.15164,,,,,
755,u,n,k,n,o,w,n
756,u,n,k,n,o,w,n
757,u,n,k,n,o,w,n
758,u,n,k,n,o,w,n
759,u,n,k,n,o,w,n
760,41.394306 ,2.152455,,,,,
761,41.611129 ,0.6272,,,,,
762,u,n,k,n,o,w,n
763,u,n,k,n,o,w,n
764,-36.846418 ,174.761639,,,,,
765,u,n,k,n,o,w,n
766,-13.716985 ,-76.205805,,,,,
767,52.171533 ,20.973048,,,,,
768,u,n,k,n,o,w,n
769,u,n,k,n,o,w,n
770,u,n,k,n,o,w,n
771,u,n,k,n,o,w,n
772,u,n,k,n,o,w,n
773,45.154542 ,-64.398833,,,,,
774,39.029027 ,-96.829684,,,,,
775,u,n,k,n,o,w,n
776,51.450806 ,-1.047016,,,,,
777,u,n,k,n,o,w,n
778,42.83333 ,12.83333,,,,,
779,u,n,k,n,o,w,n
780,u,n,k,n,o,w,n
781,40 ,-4,,,,,
782,u,n,k,n,o,w,n
783,u,n,k,n,o,w,n
784,u,n,k,n,o,w,n
785,28.486359 ,-16.317929,,,,,
786,u,n,k,n,o,w,n
787,49.95972 ,11.91072,,,,,
788,41.400178 ,2.191572,,,,,
789,40.483359 ,-3.667923,,,,,
790,33.374755 ,130.194511,,,,,
791,u,n,k,n,o,w,n
792,u,n,k,n,o,w,n
793,u,n,k,n,o,w,n
794,u,n,k,n,o,w,n
795,u,n,k,n,o,w,n
796,-12.162391 ,-76.997239,,,,,
797,u,n,k,n,o,w,n
798,40.927641 ,-8.572243,,,,,
799,40 ,-4,,,,,
800,40 ,-4,,,,,
801,u,n,k,n,o,w,n
802,u,n,k,n,o,w,n
803,41.397742 ,2.200686,,,,,
804,u,n,k,n,o,w,n
805,u,n,k,n,o,w,n
806,-15.244396 ,-40.24283,,,,,
807,u,n,k,n,o,w,n
808,u,n,k,n,o,w,n
809,40 ,-4,,,,,
810,u,n,k,n,o,w,n
811,u,n,k,n,o,w,n
812,41.396109 ,2.15224,,,,,
813,34.51147 ,-110.079608,,,,,
814,u,n,k,n,o,w,n
815,u,n,k,n,o,w,n
816,u,n,k,n,o,w,n
817,45.786731 ,4.813551,,,,,
818,40 ,-4,,,,,
819,-37.7 ,145.18333,,,,,
820,u,n,k,n,o,w,n
821,32 ,-6,,,,,
822,5.26176 ,-0.75897,,,,,
823,u,n,k,n,o,w,n
824,u,n,k,n,o,w,n
825,u,n,k,n,o,w,n
826,46.768653 ,17.655604,,,,,
827,u,n,k,n,o,w,n
828,43.045331 ,-9.246803,,,,,
829,u,n,k,n,o,w,n
830,51.478049 ,-0.607207,,,,,
831,u,n,k,n,o,w,n
832,-37.786167 ,144.8908,,,,,
833,44.843169 ,-93.440391,,,,,
834,u,n,k,n,o,w,n
835,44.396444 ,-71.4396,,,,,
836,u,n,k,n,o,w,n
837,u,n,k,n,o,w,n
838,41.382788 ,2.142822,,,,,
839,u,n,k,n,o,w,n
840,43.597919 ,1.395703,,,,,
841,u,n,k,n,o,w,n
842,u,n,k,n,o,w,n
843,u,n,k,n,o,w,n
844,u,n,k,n,o,w,n
845,40 ,-4,,,,,
846,31.205963 ,16.583621,,,,,
847,50.881401 ,4.28982,,,,,
848,u,n,k,n,o,w,n
849,u,n,k,n,o,w,n
850,u,n,k,n,o,w,n
851,u,n,k,n,o,w,n
852,u,n,k,n,o,w,n
853,-20.463137 ,-41.414873,,,,,
854,9.427095 ,49.002487,,,,,
855,u,n,k,n,o,w,n
856,u,n,k,n,o,w,n
857,u,n,k,n,o,w,n
858,37.598532 ,-93.431586,,,,,
859,41.395983 ,2.196867,,,,,
860,u,n,k,n,o,w,n
861,-9.42547 ,147.111654,,,,,
862,u,n,k,n,o,w,n
863,38.09032 ,-92.29267,,,,,
864,31.31517 ,-85.85522,,,,,
865,u,n,k,n,o,w,n
866,40.883642 ,0.804529,,,,,
867,u,n,k,n,o,w,n
868,u,n,k,n,o,w,n
869,u,n,k,n,o,w,n
870,40 ,-4,,,,,
871,u,n,k,n,o,w,n
872,u,n,k,n,o,w,n
873,u,n,k,n,o,w,n
874,51.068049 ,13.779595,,,,,
875,u,n,k,n,o,w,n
876,45.14914 ,11.82057,,,,,
877,u,n,k,n,o,w,n
878,48.16667 ,15.08333,,,,,
879,u,n,k,n,o,w,n
880,6.996299 ,-9.471709,,,,,
881,u,n,k,n,o,w,n
882,u,n,k,n,o,w,n
883,u,n,k,n,o,w,n
884,u,n,k,n,o,w,n
885,u,n,k,n,o,w,n
886,48.849147 ,2.352669,,,,,
887,u,n,k,n,o,w,n
888,u,n,k,n,o,w,n
889,8.5 ,-11.5,,,,,
890,u,n,k,n,o,w,n
891,36.983414 ,-122.056168,,,,,
892,47.269234 ,11.182966,,,,,
893,u,n,k,n,o,w,n
894,50.857585 ,5.809624,,,,,
895,u,n,k,n,o,w,n
896,49.711287 ,-54.059949,,,,,
897,46.946512 ,7.434997,,,,,
898,u,n,k,n,o,w,n
899,38.46806 ,106.27306,,,,,
900,41.36169 ,-83.62299,,,,,
901,25 ,45,,,,,
902,u,n,k,n,o,w,n
903,38.46806 ,106.27306,,,,,
904,u,n,k,n,o,w,n
905,u,n,k,n,o,w,n
906,4.25 ,-74.18333,,,,,
907,u,n,k,n,o,w,n
908,u,n,k,n,o,w,n
909,u,n,k,n,o,w,n
910,u,n,k,n,o,w,n
911,u,n,k,n,o,w,n
912,u,n,k,n,o,w,n
913,41.689785 ,-73.022303,,,,,
914,43.570125 ,17.874871,,,,,
915,u,n,k,n,o,w,n
916,36.223189 ,43.992625,,,,,
917,u,n,k,n,o,w,n
918,53.566578 ,9.965491,,,,,
919,u,n,k,n,o,w,n
920,48.315259 ,14.305121,,,,,
921,u,n,k,n,o,w,n
922,38.46806 ,106.27306,,,,,
923,u,n,k,n,o,w,n
924,8.616696 ,-13.198092,,,,,
925,u,n,k,n,o,w,n
926,u,n,k,n,o,w,n
927,49.170979 ,-66.334046,,,,,
928,44.375875 ,7.522388,,,,,
929,-22.47 ,-43.82556,,,,,
930,51.315348 ,9.539097,,,,,
931,52.275113 ,-1.547099,,,,,
932,9.598 ,138.1665,,,,,
933,u,n,k,n,o,w,n
934,44.632531 ,-93.371892,,,,,
935,19.426399 ,-99.170338,,,,,
936,50.451827 ,30.525852,,,,,
937,u,n,k,n,o,w,n
938,u,n,k,n,o,w,n
939,u,n,k,n,o,w,n
940,u,n,k,n,o,w,n
941,u,n,k,n,o,w,n
942,-26.891587 ,-49.085871,,,,,
943,u,n,k,n,o,w,n
944,u,n,k,n,o,w,n
945,48.110578 ,11.450668,,,,,
946,41.135892 ,0.651719,,,,,
947,42.392616 ,-71.259491,,,,,
948,u,n,k,n,o,w,n
949,40.107509 ,-89.376854,,,,,
950,u,n,k,n,o,w,n
951,47.451068 ,8.565125,,,,,
952,u,n,k,n,o,w,n
953,51.465532 ,-0.213083,,,,,
954,u,n,k,n,o,w,n
955,-22.854586 ,-47.049094,,,,,
956,u,n,k,n,o,w,n
957,u,n,k,n,o,w,n
958,u,n,k,n,o,w,n
959,50.969546 ,-0.883874,,,,,
960,u,n,k,n,o,w,n
961,55.763682 ,37.642162,,,,,
962,u,n,k,n,o,w,n
963,-34.623945 ,-58.427,,,,,
964,42.242865 ,-83.744346,,,,,
965,u,n,k,n,o,w,n
966,u,n,k,n,o,w,n
967,55.857808 ,48.819654,,,,,
968,u,n,k,n,o,w,n
969,u,n,k,n,o,w,n
970,49.51281 ,5.935415,,,,,
971,u,n,k,n,o,w,n
972,48.829077 ,2.237703,,,,,
973,u,n,k,n,o,w,n
974,52.504678 ,13.449021,,,,,
975,-11.924823 ,-77.083473,,,,,
976,u,n,k,n,o,w,n
977,38.750319 ,-91.966016,,,,,
978,u,n,k,n,o,w,n
979,u,n,k,n,o,w,n
980,38.46806 ,106.27306,,,,,
981,47.390891 ,8.055779,,,,,
982,u,n,k,n,o,w,n
983,u,n,k,n,o,w,n
984,50.985836 ,-0.273958,,,,,
985,u,n,k,n,o,w,n
986,40.62976 ,-91.31515,,,,,
987,37.230614 ,-94.831904,,,,,
988,48.841691 ,2.242722,,,,,
989,49.964436 ,11.603404,,,,,
990,u,n,k,n,o,w,n
991,u,n,k,n,o,w,n
992,47.796439 ,9.624863,,,,,
993,u,n,k,n,o,w,n
994,u,n,k,n,o,w,n
995,48.034551 ,11.587031,,,,,
996,u,n,k,n,o,w,n
997,48.864212 ,2.360936,,,,,
998,u,n,k,n,o,w,n
999,u,n,k,n,o,w,n
1000,u,n,k,n,o,w,n
1001,26.493888 ,127.865372,,,,,
1002,47.23333 ,22.65,,,,,
1003,u,n,k,n,o,w,n
1004,u,n,k,n,o,w,n
1005,u,n,k,n,o,w,n
1006,46.379475 ,11.106842,,,,,
1007,52.25 ,5.75,,,,,
1008,48.355657 ,9.915378,,,,,
1009,u,n,k,n,o,w,n
1010,38.46806 ,106.27306,,,,,
1011,u,n,k,n,o,w,n
1012,u,n,k,n,o,w,n
1013,40 ,-4,,,,,
1014,u,n,k,n,o,w,n
1015,u,n,k,n,o,w,n
1016,36.704301 ,-80.574791,,,,,
1017,u,n,k,n,o,w,n
1018,u,n,k,n,o,w,n
1019,49.459294 ,9.889831,,,,,
1020,u,n,k,n,o,w,n
1021,50.459621 ,3.929831,,,,,
1022,6.89359 ,80.596756,,,,,
1023,47.107771 ,-101.352449,,,,,
1024,u,n,k,n,o,w,n
1025,46.263781 ,8.696755,,,,,
1026,u,n,k,n,o,w,n
1027,u,n,k,n,o,w,n
1028,u,n,k,n,o,w,n
1029,-23.26536 ,-45.892858,,,,,
1030,u,n,k,n,o,w,n
1031,u,n,k,n,o,w,n
1032,u,n,k,n,o,w,n
1033,u,n,k,n,o,w,n
1034,u,n,k,n,o,w,n
1035,-3.20333 ,-52.20639,,,,,
1036,8.5 ,-11.5,,,,,
1037,u,n,k,n,o,w,n
1038,u,n,k,n,o,w,n
1039,23.504868 ,72.41884,,,,,
1040,47.449561 ,8.56496,,,,,
1041,u,n,k,n,o,w,n
1042,u,n,k,n,o,w,n
1043,u,n,k,n,o,w,n
1044,37.09784 ,41.4322,,,,,
1045,u,n,k,n,o,w,n
1046,u,n,k,n,o,w,n
1047,u,n,k,n,o,w,n
1048,33.5102 ,36.29128,,,,,
1049,8.5 ,-11.5,,,,,
1050,u,n,k,n,o,w,n
1051,u,n,k,n,o,w,n
1052,33.7208 ,-117.75168,,,,,
1053,40.558449 ,-8.413426,,,,,
1054,u,n,k,n,o,w,n
1055,u,n,k,n,o,w,n
1056,u,n,k,n,o,w,n
1057,52.845879 ,8.040395,,,,,
1058,49.474632 ,8.509317,,,,,
1059,47.5253 ,18.993636,,,,,
1060,52.854463 ,-119.246012,,,,,
1061,u,n,k,n,o,w,n
1062,52.388861 ,9.749965,,,,,
1063,u,n,k,n,o,w,n
1064,u,n,k,n,o,w,n
1065,u,n,k,n,o,w,n
1066,u,n,k,n,o,w,n
1067,u,n,k,n,o,w,n
1068,46.762732 ,-56.177695,,,,,
1069,u,n,k,n,o,w,n
1070,38.46806 ,106.27306,,,,,
1071,u,n,k,n,o,w,n
1072,u,n,k,n,o,w,n
1073,u,n,k,n,o,w,n
1074,u,n,k,n,o,w,n
1075,41.695095 ,2.509612,,,,,
1076,u,n,k,n,o,w,n
1077,52.079298 ,4.354722,,,,,
1078,u,n,k,n,o,w,n
1079,30.893878 ,-82.692347,,,,,
1080,u,n,k,n,o,w,n
1081,48.944688 ,8.381103,,,,,
1082,u,n,k,n,o,w,n
1083,u,n,k,n,o,w,n
1084,u,n,k,n,o,w,n
1085,u,n,k,n,o,w,n
1086,u,n,k,n,o,w,n
1087,35.679283 ,139.80956,,,,,
1088,55.835634 ,37.954136,,,,,
1089,u,n,k,n,o,w,n
1090,25.029422 ,-77.361956,,,,,
1091,u,n,k,n,o,w,n
1092,53.540602 ,14.552663,,,,,
1093,48.190028 ,16.351035,,,,,
1094,36.168268 ,-86.779651,,,,,
1095,u,n,k,n,o,w,n
1096,u,n,k,n,o,w,n
1097,13.007822 ,77.564494,,,,,
1098,u,n,k,n,o,w,n
1099,u,n,k,n,o,w,n
1100,u,n,k,n,o,w,n
1101,u,n,k,n,o,w,n
1102,u,n,k,n,o,w,n
1103,u,n,k,n,o,w,n
1104,u,n,k,n,o,w,n
1105,u,n,k,n,o,w,n
1106,30.632654 ,-88.073234,,,,,
1107,u,n,k,n,o,w,n
1108,-26.672146 ,153.096088,,,,,
1109,u,n,k,n,o,w,n
1110,u,n,k,n,o,w,n
1111,u,n,k,n,o,w,n
1112,u,n,k,n,o,w,n
1113,35.609479 ,140.305566,,,,,
1114,u,n,k,n,o,w,n
1115,u,n,k,n,o,w,n
1116,u,n,k,n,o,w,n
1117,u,n,k,n,o,w,n
1118,u,n,k,n,o,w,n
1119,u,n,k,n,o,w,n
1120,8.5 ,-11.5,,,,,
1121,u,n,k,n,o,w,n
1122,u,n,k,n,o,w,n
1123,u,n,k,n,o,w,n
1124,u,n,k,n,o,w,n
1125,u,n,k,n,o,w,n
1126,u,n,k,n,o,w,n
1127,34.23314 ,-102.41075,,,,,
1128,u,n,k,n,o,w,n
1129,u,n,k,n,o,w,n
1130,8.5 ,-11.5,,,,,
1131,u,n,k,n,o,w,n
1132,u,n,k,n,o,w,n
1133,u,n,k,n,o,w,n
1134,u,n,k,n,o,w,n
1135,u,n,k,n,o,w,n
1136,37.942583 ,23.645261,,,,,
1137,13.042322 ,77.529426,,,,,
1138,u,n,k,n,o,w,n
1139,u,n,k,n,o,w,n
1140,u,n,k,n,o,w,n
1141,u,n,k,n,o,w,n
1142,13.16667 ,-59.53333,,,,,
1143,u,n,k,n,o,w,n
1144,u,n,k,n,o,w,n
1145,39.322584 ,-76.608112,,,,,
1146,u,n,k,n,o,w,n
1147,u,n,k,n,o,w,n
1148,u,n,k,n,o,w,n
1149,u,n,k,n,o,w,n
1150,46 ,2,,,,,
1151,u,n,k,n,o,w,n
1152,58.555202 ,26.712397,,,,,
1153,43.233655 ,-2.764133,,,,,
1154,-0.279479 ,-78.467519,,,,,
1155,u,n,k,n,o,w,n
1156,53.785571 ,-3.046295,,,,,
1157,u,n,k,n,o,w,n
1158,u,n,k,n,o,w,n
1159,u,n,k,n,o,w,n
1160,50.658549 ,6.694074,,,,,
1161,36.052257 ,-102.002399,,,,,
1162,u,n,k,n,o,w,n
1163,u,n,k,n,o,w,n
1164,22 ,-102.5,,,,,
1165,u,n,k,n,o,w,n
1166,8.5 ,-11.5,,,,,
1167,40 ,-4,,,,,
1168,u,n,k,n,o,w,n
1169,u,n,k,n,o,w,n
1170,51.537422 ,-0.061001,,,,,
1171,-2.91673 ,104.7458,,,,,
1172,u,n,k,n,o,w,n
1173,u,n,k,n,o,w,n
1174,-34.57016 ,-58.450006,,,,,
1175,u,n,k,n,o,w,n
1176,u,n,k,n,o,w,n
1177,u,n,k,n,o,w,n
1178,u,n,k,n,o,w,n
1179,u,n,k,n,o,w,n
1180,u,n,k,n,o,w,n
1181,u,n,k,n,o,w,n
1182,u,n,k,n,o,w,n
1183,u,n,k,n,o,w,n
1184,40.393715 ,-3.676087,,,,,
1185,u,n,k,n,o,w,n
1186,29.88628 ,-95.494941,,,,,
1187,36.718612 ,-4.496911,,,,,
1188,u,n,k,n,o,w,n
1189,u,n,k,n,o,w,n
1190,u,n,k,n,o,w,n
1191,54.155568 ,38.1775,,,,,
1192,14.18455 ,12.003467,,,,,
1193,u,n,k,n,o,w,n
1194,u,n,k,n,o,w,n
1195,44.693007 ,17.983485,,,,,
1196,u,n,k,n,o,w,n
1197,42.167285 ,-8.68226,,,,,
1198,40 ,-4,,,,,
1199,u,n,k,n,o,w,n
1200,42.861517 ,-8.557433,,,,,
1201,42.75508 ,-7.86621,,,,,
1202,u,n,k,n,o,w,n
1203,40 ,-4,,,,,
1204,u,n,k,n,o,w,n
1205,u,n,k,n,o,w,n
1206,u,n,k,n,o,w,n
1207,u,n,k,n,o,w,n
1208,37.448582 ,-122.159292,,,,,
1209,u,n,k,n,o,w,n
1210,43.323658 ,-8.344107,,,,,
1211,50.769652 ,34.328931,,,,,
1212,u,n,k,n,o,w,n
1213,u,n,k,n,o,w,n
1214,-23.504454 ,-46.851127,,,,,
1215,u,n,k,n,o,w,n
1216,u,n,k,n,o,w,n
1217,u,n,k,n,o,w,n
1218,u,n,k,n,o,w,n
1219,-37.7 ,145.18333,,,,,
1220,52.845879 ,8.040395,,,,,
1221,8.5 ,-11.5,,,,,
1222,-38.65333 ,178.00417,,,,,
1223,u,n,k,n,o,w,n
1224,40.393715 ,-3.676087,,,,,
1225,u,n,k,n,o,w,n
1226,29.88628 ,-95.494941,,,,,
1227,36.718612 ,-4.496911,,,,,
1228,u,n,k,n,o,w,n
1229,u,n,k,n,o,w,n
1230,u,n,k,n,o,w,n
1231,54.155568 ,38.1775,,,,,
1232,14.18455 ,12.003467,,,,,
1233,u,n,k,n,o,w,n
1234,u,n,k,n,o,w,n
1235,44.693007 ,17.983485,,,,,
1236,u,n,k,n,o,w,n
1237,42.167285 ,-8.68226,,,,,
1238,40 ,-4,,,,,
1239,u,n,k,n,o,w,n
1240,42.861517 ,-8.557433,,,,,
1241,42.75508 ,-7.86621,,,,,
1242,u,n,k,n,o,w,n
1243,40 ,-4,,,,,
1244,u,n,k,n,o,w,n
1245,u,n,k,n,o,w,n
1246,u,n,k,n,o,w,n
1247,u,n,k,n,o,w,n
1248,37.448582 ,-122.159292,,,,,
1249,u,n,k,n,o,w,n
1250,43.323658 ,-8.344107,,,,,
1251,50.769652 ,34.328931,,,,,
1252,u,n,k,n,o,w,n
1253,u,n,k,n,o,w,n
1254,-23.504454 ,-46.851127,,,,,
1255,u,n,k,n,o,w,n
1256,u,n,k,n,o,w,n
1257,u,n,k,n,o,w,n
1258,u,n,k,n,o,w,n
1259,-37.7 ,145.18333,,,,,
1260,52.845879 ,8.040395,,,,,
1261,8.5 ,-11.5,,,,,
1262,-38.65333 ,178.00417,,,,,
1263,u,n,k,n,o,w,n
1264,u,n,k,n,o,w,n
1265,u,n,k,n,o,w,n
1266,41.394306 ,2.152455,,,,,
1267,u,n,k,n,o,w,n
1268,45.154542 ,-64.398833,,,,,
1269,22 ,-102.5,,,,,
1270,u,n,k,n,o,w,n
1271,u,n,k,n,o,w,n
1272,48.09918 ,-0.79292,,,,,
1273,u,n,k,n,o,w,n
1274,59.2823 ,10.33004,,,,,
1275,39.64472 ,-94.73996,,,,,
1276,u,n,k,n,o,w,n
1277,43.262211 ,-2.929884,,,,,
1278,38.010685 ,-3.369595,,,,,
1279,32.382808 ,-98.979716,,,,,
1280,41.94514 ,25.07868,,,,,
1281,51.453635 ,7.009404,,,,,
1282,32.60997 ,-110.765184,,,,,
1283,45.5867 ,5.16286,,,,,
1284,51.494938 ,7.283914,,,,,
1285,50.943134 ,13.622803,,,,,
1286,-26.828806 ,-65.208318,,,,,
1287,12.890333 ,80.227979,,,,,
1288,33.750038 ,-117.870493,,,,,
1289,39.983052 ,-0.038647,,,,,
1290,12.994539 ,77.708413,,,,,
1291,u,n,k,n,o,w,n
1292,u,n,k,n,o,w,n
1293,46.729274 ,8.209899,,,,,
1294,u,n,k,n,o,w,n
1295,48.762973 ,2.309279,,,,,
1296,45.532798 ,-122.903233,,,,,
1297,52.507568 ,13.391332,,,,,
1298,12.832143 ,80.223782,,,,,
1299,12.9734 ,77.617014,,,,,
1300,u,n,k,n,o,w,n
1301,55.749285 ,37.534031,,,,,
1302,37.782498 ,-122.391551,,,,,
1303,48.775682 ,11.452402,,,,,
1304,45.339841 ,-75.910723,,,,,
1305,45.344021 ,-75.919586,,,,,
1306,38.46806 ,106.27306,,,,,
1307,14.553266 ,121.025769,,,,,
1308,39.7511 ,-104.994634,,,,,
1309,-34.544027 ,-58.47231,,,,,
1310,29.961078 ,-81.340501,,,,,
1311,u,n,k,n,o,w,n
1312,u,n,k,n,o,w,n
1313,37.367721 ,-121.918154,,,,,
1314,45.525395 ,-122.685778,,,,,
1315,30.04479 ,-98.039313,,,,,
1316,53.380861 ,-2.222512,,,,,
1317,45.279722 ,-95.689865,,,,,
1318,43.645812 ,7.120973,,,,,
1319,52.22663 ,21.044896,,,,,
1320,52.498252 ,-2.002874,,,,,
1321,44.280484 ,-69.914615,,,,,
1322,45.324756 ,-75.835663,,,,,
1323,47.135482 ,7.236732,,,,,
1324,u,n,k,n,o,w,n
1325,30.652175 ,-97.813532,,,,,
1326,42.300014 ,-71.350891,,,,,
1327,38.904135 ,-77.031033,,,,,
1328,15.760691 ,43.686232,,,,,
1329,47.852823 ,1.911113,,,,,
1330,37.385504 ,-121.972405,,,,,
1331,42.105852 ,-87.872413,,,,,
1332,48.036445 ,15.196504,,,,,
1333,-0.183979 ,-78.480385,,,,,
1334,40.393715 ,-3.676087,,,,,
